name,type,address,latitude,longitude,freguesia,opening_hours
Farmácia Cortes Pinto,pharmacy,841 Rua de João Pedro Ribeiro,41.1610881,-8.6082907,Porto,Mo-Fr 08:30-20:00; Sa 09:00-19:00
,recycling,nan nan,41.1471226,-8.6175112,Porto,
Palácio da Justiça - Saída,parking_entrance,nan nan,41.1467313,-8.6175761,Porto,
Farmácia Marques de Mendonça,pharmacy,251 Rua do Amial,41.1749815,-8.6137531,Porto,
Farmácia Alves da Silva,pharmacy,nan nan,41.1593481,-8.6356837,Porto,
Farmácia Viamial,pharmacy,731 Rua do Amial,41.1792309,-8.6141037,Porto,
Farmácia da Prelada,pharmacy,316 Rua Central de Francos,41.1693651,-8.6367504,Ramalde,"Mo-Fr 09:00-20:00; PH,Sa,Su 09:00-13:00"
Fish Fixe,restaurant,nan nan,41.1409628,-8.6105907,Porto,
Mira Douro,restaurant,1; 2 Cais da Ribeira,41.1408145,-8.610584,Porto,
Farol da Boa Nova,restaurant,115;116 Muro dos Bacalhoeiros,41.1403029,-8.6143366,Porto,
Starbucks,cafe,73 Rua dos Clerigos,41.1457892,-8.613507,Porto,
McDonald's Imperial,fast_food,126 Praça da Liberdade,41.1466344,-8.6107969,Porto,"Mo-Th,Su 09:00-02:00; Fr-Sa 09:00-03:00"
Deutsche Bank,bank,nan nan,41.1482418,-8.6687172,Porto,
Paparazzi,restaurant,nan nan,41.1533402,-8.6720344,Porto,
,telephone,nan nan,41.1524855,-8.6778234,Porto,
,restaurant,nan nan,41.163136,-8.5920332,Porto,
Café Velazquez,bar,301 Praça de Francisco Sá Carneiro,41.1631237,-8.5917918,Porto,
Frei tuck,cafe,nan nan,41.160963,-8.5966189,Porto,
,atm,nan nan,41.171613,-8.687932,Porto,
,restaurant,nan nan,41.1717462,-8.6880125,Porto,
Farmácia Oriental,pharmacy,727 Rua do Bonjardim,41.1552636,-8.6077845,Porto,PH off
Transturística,cafe,nan nan,41.1549583,-8.6090947,Porto,PH off
Farmácia da Fonte da Moura,pharmacy,2895 Avenida da Boavista,41.1624728,-8.6576129,Porto,
Porto Dental Institute,dentist,810 Avenida Montevideu,41.1661741,-8.6872463,Porto,
Farmácia Central da Liga,pharmacy,404 Rua Formosa,41.1491352,-8.6088019,Porto,
Farmácia Correia,pharmacy,78 Praça Mouzinho de Albuquerque,41.1583571,-8.6278354,Porto,
Farmácia Boavista,pharmacy,601 Rua da Boavista,41.1563918,-8.6203849,Porto,"Mo-Fr 08:30-20:00; Sa,Su 09:00-17:00"
Farmácia da Lapa,pharmacy,211 Rua Antero de Quental,41.1600504,-8.6118923,Porto,
Farmácia do Campo,pharmacy,118;119 Praça da República,41.1551432,-8.6134516,Porto,
Farmácia São Jerónimo,pharmacy,636 Rua de Santos Pousada,41.1544293,-8.5994831,Porto,
Casa Ferraz,restaurant,nan nan,41.1662738,-8.5876962,Porto,
Confeitaria Doce Alto,cafe,nan nan,41.1667844,-8.5936719,Porto,
Cafetaria Pião,cafe,nan nan,41.1658605,-8.5877432,Porto,
Café Babo,cafe,nan nan,41.1660281,-8.5883466,Porto,
Restaurante Atleta,restaurant,nan nan,41.1661513,-8.5881337,Porto,
Pizza Hut,restaurant,nan nan,41.1654039,-8.5882672,Porto,
Farmácia Serpa Pinto,pharmacy,645-649 Rua de Serpa Pinto,41.1663122,-8.6204918,Porto,Mo-Sa 08:00-24:00
Farmácia Queija Ferreira,pharmacy,nan nan,41.1630983,-8.5900952,Porto,
Centro de Saúde de Campanhã - Extensão Ilhéu,clinic,nan nan,41.1654451,-8.5722166,Porto,
Farmácia Falcão,pharmacy,112-118 Praceta Professor Egas Moniz,41.1651187,-8.670561,Porto,
Farmácia Cristo Rei,pharmacy,55-G Praça Dom Afonso V,41.1593238,-8.6653715,Porto,
Tavi - Confeitaria da Foz,cafe,363 Rua da Senhora da Luz,41.1520696,-8.6774732,Porto,Mo-Su 08:30-20:00
Adega São Nicolau,restaurant,1 Rua São Nicolau,41.1404291,-8.6148874,Porto,
,restaurant,nan nan,41.148385,-8.5855181,Porto,
,telephone,nan nan,41.1486357,-8.5855204,Porto,
,atm,nan nan,41.1488653,-8.5854383,Porto,
,toilets,nan nan,41.1488955,-8.5853742,Porto,
,vending_machine,nan nan,41.1485997,-8.5855191,Porto,
,vending_machine,nan nan,41.1489017,-8.58547,Porto,
,parking_entrance,nan nan,41.1496503,-8.5862592,Porto,
Estação dos Correios de Asprela,post_office,nan nan,41.1827535,-8.5970486,Porto,
República do Churrasco,restaurant,12 Rua Arroteia,41.1825416,-8.5967911,Porto,
Arraial,restaurant,nan Rua da Arroteia,41.1826663,-8.5968095,Porto,
Montepio,bank,nan nan,41.1569306,-8.6225976,Porto,
Farmácia da Boa Hora,pharmacy,nan nan,41.1523297,-8.6207757,Porto,
,parking_entrance,nan nan,41.1529973,-8.6063851,Porto,
Farmácia da Constituição,pharmacy,nan Rua da Constituição,41.1611679,-8.5995157,Porto,
Café snack bar Nosso Luar,cafe,nan nan,41.1569861,-8.6228546,Porto,
Doof Pasta Boavista,restaurant,nan nan,41.1566614,-8.6210111,Porto,"Mo-Sa 12:00-15:00, 19:00-23:00"
Edifício Transparente,cafe,nan nan,41.1714102,-8.687788,Porto,
Convívio,restaurant,nan nan,41.1544512,-8.6309195,Porto,
Farmácia Herculano,pharmacy,199 Rua do Bolama,41.1653358,-8.6051727,Porto,
,taxi,nan nan,41.1705835,-8.6657552,Porto,
,telephone,nan nan,41.1701131,-8.6660744,Porto,
,parking_entrance,nan nan,41.1580376,-8.6477128,Porto,
Kanimambo,restaurant,nan nan,41.1435098,-8.6078107,Porto,
Parque de Estacionamento Dom João I,parking_entrance,nan Praça de Dom João I,41.1484579,-8.6095747,Porto,
Farmácia do Bessa,pharmacy,424 Rua de O Primeiro de Janeiro,41.1645047,-8.6422799,Ramalde,24/7
Capa Negra II,restaurant,191 Rua do Campo Alegre,41.152427,-8.6304773,Porto,
Bar da CCDRN,cafe,nan nan,41.1515572,-8.6316799,Porto,
,waste_disposal,nan nan,41.1507998,-8.630426,Porto,
,parking,nan nan,41.1679038,-8.6886164,Porto,
,taxi,nan nan,41.1631549,-8.5842172,Porto,
,parking_entrance,nan nan,41.1635649,-8.5830982,Porto,
,parking_entrance,nan nan,41.1642679,-8.5843593,Porto,
,parking_entrance,nan nan,41.1643,-8.5843415,Porto,
,parking_entrance,nan nan,41.1647314,-8.5836107,Porto,
,parking_entrance,nan nan,41.1647887,-8.5841248,Porto,
,parking_entrance,nan nan,41.1545795,-8.6641359,Porto,
,parking_entrance,nan nan,41.1534459,-8.6644641,Porto,
,parking_entrance,nan nan,41.153443,-8.664384,Porto,
Palácio da Justiça,parking_entrance,nan nan,41.1445684,-8.617612,Porto,
,parking_entrance,nan nan,41.1487142,-8.6288897,Porto,
,parking_entrance,nan nan,41.1487209,-8.6637573,Porto,
,recycling,nan nan,41.1638154,-8.6861264,Porto,
,recycling,nan nan,41.164657,-8.6851415,Porto,
,recycling,nan nan,41.1651089,-8.6844716,Porto,
,recycling,nan nan,41.1660959,-8.6852733,Porto,
Blue Dragon,bicycle_rental,280 Avenida Gustavo Eiffel,41.141102,-8.6088157,Porto,
Guarany Café-Restaurante,cafe,89 Avenida dos Aliados,41.1478225,-8.611539,Porto,Mo 09:00-24:00; Dec 25 off; Jan 1 off
,telephone,nan nan,41.1475488,-8.6109022,Porto,
,telephone,nan nan,41.1476226,-8.6114105,Porto,
,cafe,nan nan,41.179468,-8.5855126,Porto,
,atm,nan nan,41.1786248,-8.5868155,Porto,
,atm,nan nan,41.1804633,-8.5834726,Porto,
Portuense,restaurant,nan nan,41.1804255,-8.5835897,Porto,
,cafe,nan nan,41.1803608,-8.5835153,Porto,
A Sport,restaurant,nan nan,41.1810919,-8.5837628,Porto,
Alameda Shopping Porto,parking_entrance,nan nan,41.1635991,-8.5832583,Porto,
,parking,nan nan,41.1773409,-8.5806769,Porto,
,bar,nan nan,41.1784881,-8.5866426,Porto,
,restaurant,nan nan,41.1785366,-8.5866426,Porto,
,parking_entrance,nan nan,41.1492144,-8.5856221,Porto,
Casa da Música (Metro),bus_station,nan nan,41.1610459,-8.6299644,Porto,
CTT Foz do Douro,post_office,nan nan,41.1527544,-8.6770916,Porto,
,bicycle_parking,nan nan,41.1743014,-8.6429376,Ramalde,
Trindade (Metro),bicycle_parking,nan nan,41.1520745,-8.6095463,Porto,
Parque do Museu Soares dos Reis,bicycle_parking,nan nan,41.147659,-8.6218983,Porto,
Casa da Música,bicycle_parking,nan nan,41.1590978,-8.6313246,Porto,
Metro Casa da Música,bicycle_parking,nan nan,41.1607223,-8.6292964,Porto,
Estação de correios do Amial,post_office,nan nan,41.182669,-8.6136883,Porto,
Estação de Correios do Carvalhido,post_office,90 Rua da Prelada,41.1666607,-8.6263271,Porto,"Mo-Fr 09:00-12:30,14:00-18:00"
Millennium bcp,bank,nan nan,41.164064,-8.6208177,Porto,
,recycling,nan nan,41.152793,-8.6223761,Porto,
,taxi,nan nan,41.1772081,-8.6094348,Porto,
GALP,fuel,nan Estrada Interior da Circunvalação,41.1832785,-8.6123128,Porto,
Banco Internacional do Funchal,bank,nan nan,41.1612588,-8.5989704,Porto,
Caetano,restaurant,1194 Avenida de Fernão de Magalhães,41.1599726,-8.5923397,Porto,
Café Estádio,cafe,nan nan,41.1626202,-8.5905056,Porto,
,recycling,nan nan,41.1646371,-8.6201024,Porto,
Farmácia Cameira,pharmacy,nan nan,41.1469928,-8.5903785,Porto,
Marcitânia,cafe,nan nan,41.146563,-8.5888679,Porto,
Amizade,restaurant,nan nan,41.1616741,-8.602209,Porto,"12:00-15:00,19:00-23:00"
,recycling,nan nan,41.1464577,-8.5889231,Porto,
Café Roma,cafe,nan nan,41.1469652,-8.5905075,Porto,
Galp,fuel,nan nan,41.1533474,-8.5961794,Porto,
Clínica Central do Bonfim,clinic,nan nan,41.1536297,-8.5959625,Porto,
CTT Bonfim,post_office,nan nan,41.1485769,-8.5978226,Porto,
,atm,nan nan,41.1478286,-8.597839,Porto,
Caixa Geral de Depósitos,bank,nan nan,41.1464986,-8.5958431,Porto,
Confeitaria Chicana,cafe,nan nan,41.1461193,-8.596687,Porto,
Praça de Lisboa,parking_entrance,nan Rua de São Filipe de Nery,41.1459462,-8.6145291,Porto,24/7
Cafetaria Flor de São Bento,cafe,12 Praça de Almeida Garrett,41.1452812,-8.6112433,Porto,
,parking,nan nan,41.1576874,-8.6337573,Porto,
,bicycle_parking,nan nan,41.1523011,-8.6368776,Porto,
Ezequiel Campos,taxi,nan nan,41.1735159,-8.6548045,Ramalde,
,parking_entrance,nan nan,41.1789492,-8.6002143,Porto,
Consultas Externas (Instituto de Oncologia do Porto),parking_entrance,nan nan,41.180707,-8.6049773,Porto,
,parking,nan nan,41.1795303,-8.6024455,Porto,
,parking,nan nan,41.1786794,-8.5996857,Porto,
,parking,nan nan,41.1789971,-8.600605,Porto,
,parking_entrance,nan nan,41.1801869,-8.6034523,Porto,
,taxi,nan nan,41.1796515,-8.6028586,Porto,
Hospital São João,taxi,nan nan,41.1827277,-8.6001556,Porto,
Portinho,bar,nan nan,41.1474527,-8.6141259,Porto,
La Bohème,restaurant,40 Rua das Galerias de Paris,41.1469687,-8.6143986,Porto,
,post_box,nan nan,41.1466497,-8.6149928,Porto,
,parking_exit,nan nan,41.1461053,-8.6033158,Porto,
,parking_entrance,nan nan,41.1462476,-8.6035403,Porto,
Aquário Marisqueira,restaurant,nan Rua de Rodrigues Sampaio,41.1487203,-8.6100613,Porto,
Flor dos Congregados,restaurant,nan Viela dos Congregados,41.1470184,-8.6102179,Porto,Tu-Sa 10:00-22:00; Mo 19:00-22:00
Garça Real,cafe,nan Rua do Bonjardim,41.1481903,-8.6095258,Porto,
Sublime,cafe,nan Rua de Rodrigues Sampaio,41.1487207,-8.60957,Porto,
Acepipe,cafe,nan Rua de Sampaio Bruno,41.1467674,-8.6105101,Porto,
Pitch Club,nightclub,nan nan,41.1471145,-8.6081509,Porto,
Chave D'Ouro,cafe,nan Praça da Batalha,41.1459157,-8.6072236,Porto,
Gare Club,nightclub,nan Rua da Madeira,41.1459986,-8.60959,Porto,
,parking,nan nan,41.144966,-8.6096843,Porto,
Confeitaria Serrana,cafe,52 Rua do Loureiro,41.1450608,-8.6103692,Porto,
Prioridade,pub,nan nan,41.1408382,-8.6113037,Porto,
Peza Arroz - Filha da Mãe Preta,restaurant,39A; 40;41;42 Cais da Ribeira,41.14058,-8.6120079,Porto,
Mal Cozinhado,restaurant,nan nan,41.1401438,-8.615611,Porto,
O Muro,pub,nan nan,41.1400786,-8.6151387,Porto,
Postigo do Carvão,restaurant,nan nan,41.1406911,-8.6134721,Porto,
Ora Viva,restaurant,nan nan,41.1404967,-8.6139128,Porto,
Avó Maria,restaurant,30 Cais da Ribeira,41.1406328,-8.6115355,Porto,
Marina,restaurant,nan nan,41.1408881,-8.6117051,Porto,
Fragata Real,pub,nan nan,41.1402828,-8.615068,Porto,
Chez Lapin,restaurant,nan nan,41.14068,-8.6120914,Porto,
CR,restaurant,77;79 Rua do Infante Dom Henrique,41.1408362,-8.6148591,Porto,
Armazém do Sal,restaurant,nan nan,41.1407688,-8.6117882,Porto,
Vinas d'Alho,restaurant,nan nan,41.1400216,-8.615406,Porto,
A Grade,restaurant,nan nan,41.1405679,-8.6149754,Porto,
Ryan's Irish Pub,bar,nan nan,41.1415304,-8.6139153,Porto,
Solar do Pátio - Restaurante Bar,restaurant,nan nan,41.1419839,-8.6141075,Porto,
Churrascaria do Infante,restaurant,20;22 Rua de Mouzinho da Silveira,41.1415249,-8.6144133,Porto,
,parking,nan nan,41.1431779,-8.6114988,Porto,
,telephone,nan nan,41.1427625,-8.6139642,Porto,
Espaço Moçambique,bar,nan nan,41.1437657,-8.6123874,Porto,
,parking,nan nan,41.1441464,-8.6112854,Porto,
,parking,nan nan,41.1427568,-8.6092049,Porto,
I. António Barroso,parking,nan nan,41.1427901,-8.6089005,Porto,
USF Rainha D. Amélia,clinic,130 Rua de Saraiva de Carvalho,41.1429601,-8.6086975,Porto,
D. Tonho,restaurant,nan nan,41.1408361,-8.6107881,Porto,
Granel,pub,nan nan,41.1408396,-8.6120223,Porto,
Bzzz,restaurant,nan nan,41.1412464,-8.6130276,Porto,
Mercadores,bar,nan nan,41.1411325,-8.6128987,Porto,
Arquivo Histórico Municipal,library,10 Rua da Alfândega,41.1408708,-8.6142724,Porto,Mo-Fr 09:00-17:30
Buraquinho - Esplanada da Ribeira,restaurant,50; 52; 53 Cais da Ribeira,41.1405397,-8.6126371,Porto,Tu-Su 12:00-22:00
Pipas,pub,nan nan,41.1406998,-8.6128212,Porto,
Zénite,bar,nan nan,41.1407663,-8.61284,Porto,
Porto de Encontro,pub,nan nan,41.141038,-8.612894,Porto,
Bar do Falcão,pub,nan nan,41.1408664,-8.6128816,Porto,
Água d'Ouro,pub,nan nan,41.1406634,-8.6132732,Porto,
Meeting Point,bar,nan nan,41.1404634,-8.613465,Porto,
Aniki Bobó,pub,nan nan,41.1407072,-8.6136137,Porto,
Está-se Bem,bar,nan nan,41.1405436,-8.6136338,Porto,
Encontro dos Amigos,bar,nan nan,41.1406264,-8.6140656,Porto,
Porto Feio,pub,nan nan,41.140524,-8.6138016,Porto,
,fast_food,nan nan,41.1409661,-8.6132784,Porto,
Petrus Wine Caffé,pub,nan nan,41.1406899,-8.6137504,Porto,
Pimm's,cafe,nan nan,41.1406633,-8.6154053,Porto,
Ode,pub,7;8 Largo do Terreiro,41.140363,-8.6148148,Porto,
Tea Point,cafe,nan nan,41.143139,-8.6145632,Porto,
Traça,restaurant,nan nan,41.1430772,-8.614577,Porto,
Bobby's,cafe,nan nan,41.1430672,-8.6141005,Porto,
Aparte,bar,nan nan,41.1435311,-8.6141426,Porto,
Tango,bar,nan nan,41.1422899,-8.6158499,Porto,
Farmácia Parente,pharmacy,114 Rua das Flores,41.1440411,-8.6132321,Porto,
Em Canto,restaurant,6 Rua de Afonso Martins Alho,41.1445673,-8.6120774,Porto,Tu-Sa 12:00-22:30; Su 12:00-15:30
Correios de Portugal,post_office,nan nan,41.1423195,-8.6155695,Porto,
Tropical,cafe,nan nan,41.1457603,-8.6073631,Porto,
Farmácia Vitália,pharmacy,37;35 Praça da Liberdade,41.1459248,-8.6119504,Porto,Mo-Fr 08:30-21:00; Sa 09:00-19:00
Restaurante Astória,restaurant,25 Praça da Liberdade,41.1459404,-8.6111604,Porto,"Mo-Su 12:30-15:30,19:30-22:30"
Café dos Lóios,cafe,nan nan,41.1455201,-8.6119708,Porto,
Oratório de Nossa Senhora da Silva,place_of_worship,nan nan,41.1453952,-8.6132616,Porto,
Fado das Castas,restaurant,nan nan,41.1454375,-8.6130561,Porto,
Casa Mariazinha,restaurant,nan nan,41.14284,-8.615627,Porto,
Forno Velho,cafe,nan nan,41.1412978,-8.6179429,Porto,
Tribunal das Varas Criminais do Porto,courthouse,nan nan,41.1418592,-8.6173958,Porto,
O Fado,restaurant,nan nan,41.1423108,-8.61744,Porto,
Caixa Geral de Depósitos,bank,nan nan,41.1453727,-8.6033359,Porto,
Lobito,cafe,nan nan,41.144601,-8.6063215,Porto,
Bom Gosto,cafe,nan nan,41.1446554,-8.6064743,Porto,Mo-Sa 06:00-21:00
Lado B Café Francesinha,cafe,nan nan,41.1464691,-8.6048682,Porto,
,clock,nan nan,41.1468953,-8.6067607,Porto,
Maus Hábitos,bar,178 Rua de Passos Manuel,41.1466701,-8.605811,Porto,"Mo 18:00-24:00; Tu-Th 12:00-24:00; Fr 00:00-02:00,12:00-24:00; Sa 00:00-06:00,12:00-24:00; Su 00:00-06:00"
Café Santiago F,cafe,198 Rua de Passos Manuel,41.146555,-8.6052745,Porto,Mo-Sa 12:00-22:50
,clock,nan nan,41.1469542,-8.6069385,Porto,
Marbella,cafe,nan nan,41.1463348,-8.6071852,Porto,
Churrasqueira Icaraí,restaurant,nan nan,41.1471491,-8.6089243,Porto,
Clínica Doutor Pinto Leite,clinic,nan nan,41.1473557,-8.6091618,Porto,
Oásis da Sé,pub,nan nan,41.1425348,-8.6102938,Porto,
O Rápido,restaurant,nan nan,41.145986,-8.609722,Porto,
Seara Doce,cafe,nan nan,41.145071,-8.6045856,Porto,
Lua Nova,cafe,nan nan,41.1447264,-8.6045174,Porto,
Santander Totta,bank,33;37 Praça de Almeida Garrett,41.1456176,-8.6110623,Porto,Mo-Fr 08:30-15:00
Farmácia Sarabando,pharmacy,nan nan,41.1451921,-8.6121764,Porto,
Saloon,bar,nan nan,41.1408699,-8.6110641,Porto,
Paparocco,restaurant,nan nan,41.1405715,-8.6134878,Porto,
Be Club,bar,nan nan,41.1420101,-8.6136698,Porto,
Nova Estrela,cafe,nan nan,41.1420372,-8.6168138,Porto,
Porta Larga,restaurant,nan nan,41.140882,-8.6118767,Porto,
Cafetaria Dona Antónia,cafe,81 Rua do Infante Dom Henrique,41.1408074,-8.6149672,Porto,
Ribeira Restaurante Bar,restaurant,42 Rua de Cima do Muro,41.1406253,-8.6120689,Porto,
BPI,bank,32 Avenida dos Aliados,41.1471356,-8.6109024,Porto,
Menina Nua - A Juventude,fountain,nan Avenida dos Aliados,41.1471519,-8.6112551,Porto,
O Forno dos Clérigos,cafe,64-68 Rua dos Clérigos,41.1460288,-8.6131151,Porto,
Diplomata,cafe,32 Rua de José Falcão,41.1481511,-8.6143338,Porto,Th-Tu 10:00-20:00
,bench,nan nan,41.1456704,-8.6166235,Porto,
Café Piolho,cafe,45 Praça Parada Leitão,41.146842,-8.6165424,Porto,
Zé Bota,restaurant,nan nan,41.1468578,-8.6171437,Porto,
Amor aos Pedaços,cafe,nan nan,41.1436014,-8.6174543,Porto,
Rei dos Galos,restaurant,nan nan,41.1441922,-8.616946,Porto,
Ariane,cafe,nan nan,41.1440801,-8.617009,Porto,
Centro Social Vitória,library,nan nan,41.1437387,-8.617402,Porto,
Vasquinho,cafe,nan nan,41.1434165,-8.6176072,Porto,
,cafe,nan nan,41.1435014,-8.6157806,Porto,
Verso em Pedra,restaurant,nan nan,41.1415336,-8.6181774,Porto,
Arquivo e Museu das Alfândegas,library,nan nan,41.1429887,-8.6217759,Porto,
Ribeira,parking_entrance,nan Praça Infante Dom Henrique,41.1410493,-8.6151646,Porto,24/7
,cafe,nan nan,41.1440946,-8.6220682,Porto,
Azul,restaurant,nan nan,41.1441785,-8.6222694,Porto,
Casa da Mariquinhas,restaurant,25 Rua de São Sebastião,41.1427626,-8.6124322,Porto,"Tu-Th 20:00-01:00, Fr-Su 20:00-02:00"
,parking_entrance,nan nan,41.1463168,-8.6194663,Porto,
Café Sandy,cafe,nan nan,41.1661843,-8.5972815,Porto,
Colégio O Meu Lar,kindergarten,nan nan,41.1684049,-8.5912451,Porto,
Millennium bcp,bank,nan nan,41.1670021,-8.5973995,Porto,
Caixa Geral de Depósitos,bank,nan nan,41.1669314,-8.5989659,Porto,
Fonte de São Lázaro,fountain,nan nan,41.1461413,-8.6027106,Porto,
,parking_entrance,nan nan,41.1462878,-8.6041778,Porto,
Roma,restaurant,310 Rua de Santo Ildefonso,41.1468428,-8.6022745,Porto,"Mo-Su 12:00-15:00,19:00-22:00"
Brasil,cafe,nan nan,41.1468705,-8.6021914,Porto,
Freitas,restaurant,nan nan,41.1469845,-8.6024234,Porto,
Bufete Padrão,cafe,nan nan,41.1470027,-8.6022585,Porto,
Cinema Passos Manuel,cinema,137 Rua de Passos Manuel,41.1469033,-8.6056923,Porto,
Colégio Dom Dinis - Pólo de Santa Catarina,school,220 Rua de Santa Catarina,41.1481141,-8.6062129,Porto,
Parque de estacionamento Saba Cardosas - Porto,parking_entrance,16 Rua Trindade Coelho,41.1452305,-8.611664,Porto,24/7
Nicaragua,cafe,nan nan,41.146816,-8.5904584,Porto,
,bicycle_parking,nan nan,41.1490781,-8.6094131,Porto,
,bicycle_parking,nan nan,41.1481182,-8.6130574,Porto,
,recycling,nan nan,41.1670935,-8.6339233,Ramalde,
Parque de Estacionamento Dom João I,parking_entrance,13 Praça de Dom João I,41.147467,-8.6091812,Porto,
,bench,nan nan,41.1474264,-8.61092,Porto,
PortoBeer,restaurant,nan nan,41.1593323,-8.6383638,Porto,
Millennium bcp,bank,nan nan,41.1594666,-8.6374076,Porto,
Novo Banco,bank,nan nan,41.1592205,-8.6377447,Porto,Mo-Fr 08:30-15:00
Banco BPI,bank,nan nan,41.1590535,-8.6367915,Porto,
,bicycle_parking,nan nan,41.1462956,-8.6019843,Porto,
Farmácia e Perfumaria Sá da Bandeira,pharmacy,254 Rua de Sá da Bandeira,41.1484265,-8.6079445,Porto,Mo-Sa 08:15-19:30
Galerias Invictos,parking_entrance,nan nan,41.1471325,-8.6039276,Porto,
Galerias Invictos,parking_entrance,nan nan,41.1473107,-8.6039464,Porto,
O Meu Mercedes,bar,nan nan,41.140903,-8.6115107,Porto,
Delicious Breakfa,cafe,24; 25 Cais da Ribeira,41.1406741,-8.6112459,Porto,
Canastra,restaurant,nan nan,41.1406941,-8.6119063,Porto,
Cometa,restaurant,nan nan,41.1422342,-8.6181251,Porto,
,bench,nan nan,41.1492436,-8.6096481,Porto,
