name,type,address,latitude,longitude,freguesia,opening_hours
Farmácia Lousada,pharmacy,Rua do Campo Lindo,41.169278,-8.6088261,,Mo-Fr 09:00-20:00; Sa 09:00-17:00; Su off
Farmácia Soeiro,pharmacy,Rua de Santos Pousada,41.1494042,-8.6005555,,
Farmácia São Dinis,pharmacy,Rua de São Dinis,41.1674205,-8.6180315,,
Farmácia Ramos,pharmacy,Praça do Exército Libertador,41.1661999,-8.624914,,Mo-Fr 09:00-19:30
,pharmacy,,41.1637825,-8.6296992,,
Farmácia Alves,pharmacy,Praça do Exército Libertador,41.1668743,-8.6250454,,Mo-Sa 09:00-20:00
Farmácia Mafalda,pharmacy,Rua de Alves Redol,41.1615666,-8.6159409,,
,car_wash,,41.1828156,-8.5980115,,
9ª Esquadra - Infante Dom Henrique,police,Praça Infante Dom Henrique,41.1417147,-8.6147148,,
Hard Club,nightclub,Mercado Ferreira Borges,41.1418192,-8.6148896,,
,parking,,41.1763205,-8.602969,,
Farmácia Cortes Pinto,pharmacy,Rua de João Pedro Ribeiro,41.1610881,-8.6082907,,Mo-Fr 08:30-20:00; Sa 09:00-19:00
,recycling,,41.1471226,-8.6175112,,
Farmácia Marques de Mendonça,pharmacy,Rua do Amial,41.1749815,-8.6137531,,
Farmácia Alves da Silva,pharmacy,,41.1593481,-8.6356837,,
Farmácia Viamial,pharmacy,Rua do Amial,41.1792309,-8.6141037,,
Farmácia da Prelada,pharmacy,Rua Central de Francos,41.1693651,-8.6367504,,"Mo-Fr 09:00-20:00; PH,Sa,Su 09:00-13:00"
Fish Fixe,restaurant,,41.1409628,-8.6105907,,
Mira Douro,restaurant,Cais da Ribeira,41.1408145,-8.610584,,
Farol da Boa Nova,restaurant,Muro dos Bacalhoeiros,41.1403029,-8.6143366,,
Starbucks,cafe,Rua dos Clerigos,41.1457892,-8.613507,,
McDonald's Imperial,fast_food,Praça da Liberdade,41.1466344,-8.6107969,,"Mo-Th,Su 09:00-02:00; Fr-Sa 09:00-03:00"
Deutsche Bank,bank,,41.1482418,-8.6687172,,
Paparazzi,restaurant,,41.1533402,-8.6720344,,
,telephone,,41.1524855,-8.6778234,,
,restaurant,,41.163136,-8.5920332,,
Café Velazquez,bar,Praça de Francisco Sá Carneiro,41.1631237,-8.5917918,,
Frei tuck,cafe,,41.160963,-8.5966189,,
,atm,,41.171613,-8.687932,,
,restaurant,,41.1717462,-8.6880125,,
Farmácia Oriental,pharmacy,Rua do Bonjardim,41.1552636,-8.6077845,,PH off
Transturística,cafe,,41.1549583,-8.6090947,,PH off
Farmácia da Fonte da Moura,pharmacy,Avenida da Boavista,41.1624728,-8.6576129,,
Porto Dental Institute,dentist,Avenida Montevideu,41.1661741,-8.6872463,,
Farmácia Central da Liga,pharmacy,Rua Formosa,41.1491352,-8.6088019,,
Farmácia Correia,pharmacy,Praça Mouzinho de Albuquerque,41.1583571,-8.6278354,,
Farmácia Boavista,pharmacy,Rua da Boavista,41.1563918,-8.6203849,,"Mo-Fr 08:30-20:00; Sa,Su 09:00-17:00"
Farmácia da Lapa,pharmacy,Rua Antero de Quental,41.1600504,-8.6118923,,
Farmácia do Campo,pharmacy,Praça da República,41.1551432,-8.6134516,,
Farmácia São Jerónimo,pharmacy,Rua de Santos Pousada,41.1544293,-8.5994831,,
Casa Ferraz,restaurant,,41.1662738,-8.5876962,,
Confeitaria Doce Alto,cafe,,41.1667844,-8.5936719,,
Cafetaria Pião,cafe,,41.1658605,-8.5877432,,
Café Babo,cafe,,41.1660281,-8.5883466,,
Restaurante Atleta,restaurant,,41.1661513,-8.5881337,,
Pizza Hut,restaurant,,41.1654039,-8.5882672,,
Farmácia Serpa Pinto,pharmacy,Rua de Serpa Pinto,41.1663122,-8.6204918,,Mo-Sa 08:00-24:00
Farmácia Queija Ferreira,pharmacy,,41.1630983,-8.5900952,,
Centro de Saúde de Campanhã - Extensão Ilhéu,clinic,,41.1654451,-8.5722166,,
Farmácia Falcão,pharmacy,Praceta Professor Egas Moniz,41.1651187,-8.670561,,
Farmácia Cristo Rei,pharmacy,Praça Dom Afonso V,41.1593238,-8.6653715,,
Tavi - Confeitaria da Foz,cafe,Rua da Senhora da Luz,41.1520696,-8.6774732,,Mo-Su 08:30-20:00
Adega São Nicolau,restaurant,Rua São Nicolau,41.1404291,-8.6148874,,
,restaurant,,41.148385,-8.5855181,,
,telephone,,41.1486357,-8.5855204,,
,atm,,41.1488653,-8.5854383,,
,toilets,,41.1488955,-8.5853742,,
Estação dos Correios de Asprela,post_office,,41.1827535,-8.5970486,,
República do Churrasco,restaurant,Rua Arroteia,41.1825416,-8.5967911,,
Arraial,restaurant,Rua da Arroteia,41.1826663,-8.5968095,,
Montepio,bank,,41.1569306,-8.6225976,,
Farmácia da Boa Hora,pharmacy,,41.1523297,-8.6207757,,
Farmácia da Constituição,pharmacy,Rua da Constituição,41.1611679,-8.5995157,,
Café snack bar Nosso Luar,cafe,,41.1569861,-8.6228546,,
Doof Pasta Boavista,restaurant,,41.1566614,-8.6210111,,"Mo-Sa 12:00-15:00, 19:00-23:00"
Edifício Transparente,cafe,,41.1714102,-8.687788,,
Convívio,restaurant,,41.1544512,-8.6309195,,
Farmácia Herculano,pharmacy,Rua do Bolama,41.1653358,-8.6051727,,
,taxi,,41.1705835,-8.6657552,,
,telephone,,41.1701131,-8.6660744,,
Kanimambo,restaurant,,41.1435098,-8.6078107,,
Farmácia do Bessa,pharmacy,Rua de O Primeiro de Janeiro,41.1645047,-8.6422799,,24/7
Capa Negra II,restaurant,Rua do Campo Alegre,41.152427,-8.6304773,,
Bar da CCDRN,cafe,,41.1515572,-8.6316799,,
,parking,,41.1679038,-8.6886164,,
,taxi,,41.1631549,-8.5842172,,
,recycling,,41.1638154,-8.6861264,,
,recycling,,41.164657,-8.6851415,,
,recycling,,41.1651089,-8.6844716,,
,recycling,,41.1660959,-8.6852733,,
Blue Dragon,bicycle_rental,Avenida Gustavo Eiffel,41.141102,-8.6088157,,
Guarany Café-Restaurante,cafe,Avenida dos Aliados,41.1478225,-8.611539,,Mo 09:00-24:00; Dec 25 off; Jan 1 off
,telephone,,41.1475488,-8.6109022,,
,telephone,,41.1476226,-8.6114105,,
,cafe,,41.179468,-8.5855126,,
,atm,,41.1786248,-8.5868155,,
,atm,,41.1804633,-8.5834726,,
Portuense,restaurant,,41.1804255,-8.5835897,,
,cafe,,41.1803608,-8.5835153,,
A Sport,restaurant,,41.1810919,-8.5837628,,
,parking,,41.1773409,-8.5806769,,
,bar,,41.1784881,-8.5866426,,
,restaurant,,41.1785366,-8.5866426,,
Casa da Música (Metro),bus_station,,41.1610459,-8.6299644,,
CTT Foz do Douro,post_office,,41.1527544,-8.6770916,,
,bicycle_parking,,41.1743014,-8.6429376,,
Trindade (Metro),bicycle_parking,,41.1520745,-8.6095463,,
Parque do Museu Soares dos Reis,bicycle_parking,,41.147659,-8.6218983,,
Casa da Música,bicycle_parking,,41.1590978,-8.6313246,,
Metro Casa da Música,bicycle_parking,,41.1607223,-8.6292964,,
Estação de correios do Amial,post_office,,41.182669,-8.6136883,,
Estação de Correios do Carvalhido,post_office,Rua da Prelada,41.1666607,-8.6263271,,"Mo-Fr 09:00-12:30,14:00-18:00"
Millennium bcp,bank,,41.164064,-8.6208177,,
,recycling,,41.152793,-8.6223761,,
,taxi,,41.1772081,-8.6094348,,
GALP,fuel,Estrada Interior da Circunvalação,41.1832785,-8.6123128,,
Banco Internacional do Funchal,bank,,41.1612588,-8.5989704,,
Caetano,restaurant,Avenida de Fernão de Magalhães,41.1599726,-8.5923397,,
Café Estádio,cafe,,41.1626202,-8.5905056,,
,recycling,,41.1646371,-8.6201024,,
Farmácia Cameira,pharmacy,,41.1469928,-8.5903785,,
Marcitânia,cafe,,41.146563,-8.5888679,,
Amizade,restaurant,,41.1616741,-8.602209,,"12:00-15:00,19:00-23:00"
,recycling,,41.1464577,-8.5889231,,
Café Roma,cafe,,41.1469652,-8.5905075,,
Galp,fuel,,41.1533474,-8.5961794,,
Clínica Central do Bonfim,clinic,,41.1536297,-8.5959625,,
CTT Bonfim,post_office,,41.1485769,-8.5978226,,
,atm,,41.1478286,-8.597839,,
Caixa Geral de Depósitos,bank,,41.1464986,-8.5958431,,
Confeitaria Chicana,cafe,,41.1461193,-8.596687,,
Cafetaria Flor de São Bento,cafe,Praça de Almeida Garrett,41.1452812,-8.6112433,,
,parking,,41.1576874,-8.6337573,,
,bicycle_parking,,41.1523011,-8.6368776,,
Ezequiel Campos,taxi,,41.1735159,-8.6548045,,
,parking,,41.1795303,-8.6024455,,
,parking,,41.1786794,-8.5996857,,
,parking,,41.1789971,-8.600605,,
,taxi,,41.1796515,-8.6028586,,
Hospital São João,taxi,,41.1827277,-8.6001556,,
Portinho,bar,,41.1474527,-8.6141259,,
La Bohème,restaurant,Rua das Galerias de Paris,41.1469687,-8.6143986,,
Aquário Marisqueira,restaurant,Rua de Rodrigues Sampaio,41.1487203,-8.6100613,,
Flor dos Congregados,restaurant,Viela dos Congregados,41.1470184,-8.6102179,,Tu-Sa 10:00-22:00; Mo 19:00-22:00
Garça Real,cafe,Rua do Bonjardim,41.1481903,-8.6095258,,
Sublime,cafe,Rua de Rodrigues Sampaio,41.1487207,-8.60957,,
Acepipe,cafe,Rua de Sampaio Bruno,41.1467674,-8.6105101,,
Pitch Club,nightclub,,41.1471145,-8.6081509,,
Chave D'Ouro,cafe,Praça da Batalha,41.1459157,-8.6072236,,
Gare Club,nightclub,Rua da Madeira,41.1459986,-8.60959,,
,parking,,41.144966,-8.6096843,,
Confeitaria Serrana,cafe,Rua do Loureiro,41.1450608,-8.6103692,,
Prioridade,pub,,41.1408382,-8.6113037,,
Peza Arroz - Filha da Mãe Preta,restaurant,Cais da Ribeira,41.14058,-8.6120079,,
Mal Cozinhado,restaurant,,41.1401438,-8.615611,,
O Muro,pub,,41.1400786,-8.6151387,,
Postigo do Carvão,restaurant,,41.1406911,-8.6134721,,
Ora Viva,restaurant,,41.1404967,-8.6139128,,
Avó Maria,restaurant,Cais da Ribeira,41.1406328,-8.6115355,,
Marina,restaurant,,41.1408881,-8.6117051,,
Fragata Real,pub,,41.1402828,-8.615068,,
Chez Lapin,restaurant,,41.14068,-8.6120914,,
CR,restaurant,Rua do Infante Dom Henrique,41.1408362,-8.6148591,,
Armazém do Sal,restaurant,,41.1407688,-8.6117882,,
Vinas d'Alho,restaurant,,41.1400216,-8.615406,,
A Grade,restaurant,,41.1405679,-8.6149754,,
Ryan's Irish Pub,bar,,41.1415304,-8.6139153,,
Solar do Pátio - Restaurante Bar,restaurant,,41.1419839,-8.6141075,,
Churrascaria do Infante,restaurant,Rua de Mouzinho da Silveira,41.1415249,-8.6144133,,
,parking,,41.1431779,-8.6114988,,
,telephone,,41.1427625,-8.6139642,,
Espaço Moçambique,bar,,41.1437657,-8.6123874,,
,parking,,41.1441464,-8.6112854,,
,parking,,41.1427568,-8.6092049,,
I. António Barroso,parking,,41.1427901,-8.6089005,,
USF Rainha D. Amélia,clinic,Rua de Saraiva de Carvalho,41.1429601,-8.6086975,,
D. Tonho,restaurant,,41.1408361,-8.6107881,,
Granel,pub,,41.1408396,-8.6120223,,
Bzzz,restaurant,,41.1412464,-8.6130276,,
Mercadores,bar,,41.1411325,-8.6128987,,
Arquivo Histórico Municipal,library,Rua da Alfândega,41.1408708,-8.6142724,,Mo-Fr 09:00-17:30
Buraquinho - Esplanada da Ribeira,restaurant,Cais da Ribeira,41.1405397,-8.6126371,,Tu-Su 12:00-22:00
Pipas,pub,,41.1406998,-8.6128212,,
Zénite,bar,,41.1407663,-8.61284,,
Porto de Encontro,pub,,41.141038,-8.612894,,
Bar do Falcão,pub,,41.1408664,-8.6128816,,
Água d'Ouro,pub,,41.1406634,-8.6132732,,
Meeting Point,bar,,41.1404634,-8.613465,,
Aniki Bobó,pub,,41.1407072,-8.6136137,,
Está-se Bem,bar,,41.1405436,-8.6136338,,
Encontro dos Amigos,bar,,41.1406264,-8.6140656,,
Porto Feio,pub,,41.140524,-8.6138016,,
,fast_food,,41.1409661,-8.6132784,,
Petrus Wine Caffé,pub,,41.1406899,-8.6137504,,
Pimm's,cafe,,41.1406633,-8.6154053,,
Ode,pub,Largo do Terreiro,41.140363,-8.6148148,,
Tea Point,cafe,,41.143139,-8.6145632,,
Traça,restaurant,,41.1430772,-8.614577,,
Bobby's,cafe,,41.1430672,-8.6141005,,
Aparte,bar,,41.1435311,-8.6141426,,
Tango,bar,,41.1422899,-8.6158499,,
Farmácia Parente,pharmacy,Rua das Flores,41.1440411,-8.6132321,,
Em Canto,restaurant,Rua de Afonso Martins Alho,41.1445673,-8.6120774,,Tu-Sa 12:00-22:30; Su 12:00-15:30
Correios de Portugal,post_office,,41.1423195,-8.6155695,,
Tropical,cafe,,41.1457603,-8.6073631,,
Farmácia Vitália,pharmacy,Praça da Liberdade,41.1459248,-8.6119504,,Mo-Fr 08:30-21:00; Sa 09:00-19:00
Restaurante Astória,restaurant,Praça da Liberdade,41.1459404,-8.6111604,,"Mo-Su 12:30-15:30,19:30-22:30"
Café dos Lóios,cafe,,41.1455201,-8.6119708,,
Oratório de Nossa Senhora da Silva,place_of_worship,,41.1453952,-8.6132616,,
Fado das Castas,restaurant,,41.1454375,-8.6130561,,
Casa Mariazinha,restaurant,,41.14284,-8.615627,,
Forno Velho,cafe,,41.1412978,-8.6179429,,
O Fado,restaurant,,41.1423108,-8.61744,,
Caixa Geral de Depósitos,bank,,41.1453727,-8.6033359,,
Lobito,cafe,,41.144601,-8.6063215,,
Bom Gosto,cafe,,41.1446554,-8.6064743,,Mo-Sa 06:00-21:00
Lado B Café Francesinha,cafe,,41.1464691,-8.6048682,,
Maus Hábitos,bar,Rua de Passos Manuel,41.1466701,-8.605811,,"Mo 18:00-24:00; Tu-Th 12:00-24:00; Fr 00:00-02:00,12:00-24:00; Sa 00:00-06:00,12:00-24:00; Su 00:00-06:00"
Café Santiago F,cafe,Rua de Passos Manuel,41.146555,-8.6052745,,Mo-Sa 12:00-22:50
Marbella,cafe,,41.1463348,-8.6071852,,
Churrasqueira Icaraí,restaurant,,41.1471491,-8.6089243,,
Clínica Doutor Pinto Leite,clinic,,41.1473557,-8.6091618,,
Oásis da Sé,pub,,41.1425348,-8.6102938,,
O Rápido,restaurant,,41.145986,-8.609722,,
Seara Doce,cafe,,41.145071,-8.6045856,,
Lua Nova,cafe,,41.1447264,-8.6045174,,
Santander Totta,bank,Praça de Almeida Garrett,41.1456176,-8.6110623,,Mo-Fr 08:30-15:00
Farmácia Sarabando,pharmacy,,41.1451921,-8.6121764,,
Saloon,bar,,41.1408699,-8.6110641,,
Paparocco,restaurant,,41.1405715,-8.6134878,,
Be Club,bar,,41.1420101,-8.6136698,,
Nova Estrela,cafe,,41.1420372,-8.6168138,,
Porta Larga,restaurant,,41.140882,-8.6118767,,
Cafetaria Dona Antónia,cafe,Rua do Infante Dom Henrique,41.1408074,-8.6149672,,
Ribeira Restaurante Bar,restaurant,Rua de Cima do Muro,41.1406253,-8.6120689,,
BPI,bank,Avenida dos Aliados,41.1471356,-8.6109024,,
O Forno dos Clérigos,cafe,Rua dos Clérigos,41.1460288,-8.6131151,,
Diplomata,cafe,Rua de José Falcão,41.1481511,-8.6143338,,Th-Tu 10:00-20:00
,bench,,41.1456704,-8.6166235,,
Café Piolho,cafe,Praça Parada Leitão,41.146842,-8.6165424,,
Zé Bota,restaurant,,41.1468578,-8.6171437,,
Amor aos Pedaços,cafe,,41.1436014,-8.6174543,,
Rei dos Galos,restaurant,,41.1441922,-8.616946,,
Ariane,cafe,,41.1440801,-8.617009,,
Centro Social Vitória,library,,41.1437387,-8.617402,,
Vasquinho,cafe,,41.1434165,-8.6176072,,
,cafe,,41.1435014,-8.6157806,,
Verso em Pedra,restaurant,,41.1415336,-8.6181774,,
Arquivo e Museu das Alfândegas,library,,41.1429887,-8.6217759,,
,cafe,,41.1440946,-8.6220682,,
Azul,restaurant,,41.1441785,-8.6222694,,
Casa da Mariquinhas,restaurant,Rua de São Sebastião,41.1427626,-8.6124322,,"Tu-Th 20:00-01:00, Fr-Su 20:00-02:00"
Café Sandy,cafe,,41.1661843,-8.5972815,,
Colégio O Meu Lar,kindergarten,,41.1684049,-8.5912451,,
Millennium bcp,bank,,41.1670021,-8.5973995,,
Caixa Geral de Depósitos,bank,,41.1669314,-8.5989659,,
Roma,restaurant,Rua de Santo Ildefonso,41.1468428,-8.6022745,,"Mo-Su 12:00-15:00,19:00-22:00"
Brasil,cafe,,41.1468705,-8.6021914,,
Freitas,restaurant,,41.1469845,-8.6024234,,
Bufete Padrão,cafe,,41.1470027,-8.6022585,,
Cinema Passos Manuel,cinema,Rua de Passos Manuel,41.1469033,-8.6056923,,
Colégio Dom Dinis - Pólo de Santa Catarina,school,Rua de Santa Catarina,41.1481141,-8.6062129,,
Nicaragua,cafe,,41.146816,-8.5904584,,
,bicycle_parking,,41.1490781,-8.6094131,,
,bicycle_parking,,41.1481182,-8.6130574,,
,recycling,,41.1670935,-8.6339233,,
,bench,,41.1474264,-8.61092,,
PortoBeer,restaurant,,41.1593323,-8.6383638,,
Millennium bcp,bank,,41.1594666,-8.6374076,,
Novo Banco,bank,,41.1592205,-8.6377447,,Mo-Fr 08:30-15:00
Banco BPI,bank,,41.1590535,-8.6367915,,
,bicycle_parking,,41.1462956,-8.6019843,,
Farmácia e Perfumaria Sá da Bandeira,pharmacy,Rua de Sá da Bandeira,41.1484265,-8.6079445,,Mo-Sa 08:15-19:30
O Meu Mercedes,bar,,41.140903,-8.6115107,,
Delicious Breakfa,cafe,Cais da Ribeira,41.1406741,-8.6112459,,
Canastra,restaurant,,41.1406941,-8.6119063,,
Cometa,restaurant,,41.1422342,-8.6181251,,
,bench,,41.1492436,-8.6096481,,
,bench,,41.1481146,-8.6107147,,
,bench,,41.1488844,-8.6104754,,
,bench,,41.1485704,-8.6110977,,
,bench,,41.1485411,-8.6108416,,
Parque de estacionamento Saba Garagem Comércio do Porto - Porto,parking,Rua do Elísio e do Almada,41.1481507,-8.6119319,,"Mo-Th 00:00-02:00,07:00-24:00; Fr-Su 00:00-24:00"
,bench,,41.1488068,-8.6110433,,
,bench,,41.1490341,-8.6109574,,
,bench,,41.1486776,-8.6113182,,
,bench,,41.14893,-8.6110258,,
,bench,,41.1489634,-8.6107335,,
,bench,,41.1488462,-8.6108488,,
,bench,,41.1491391,-8.6110097,,
,bench,,41.1487473,-8.6108515,,
,bench,,41.1491169,-8.6106865,,
,bench,,41.1490088,-8.611345,,
Café Mítica Inspiração,cafe,Rua Aurélio da Paz dos Reis,41.1776703,-8.623981,,
Forninho Doce,cafe,Rua do Professor Sousa Júnior,41.1778895,-8.6259797,,
,recycling,,41.1445749,-8.6118288,,
A Cunha Francesinhas,restaurant,,41.1677884,-8.6456633,,
Apolo,cafe,,41.1488516,-8.6118768,,
Safari,cafe,,41.1490367,-8.6116136,,
,bench,,41.1492654,-8.6095887,,
Bem-me-Quer,cafe,,41.149116,-8.6078523,,Mo-Sa 06:00-20:00; Su 07:00-18:00+
,bicycle_parking,,41.1556232,-8.6285212,,
Casa Carvoeiro,restaurant,,41.1736286,-8.6553829,,
Café Precioso,restaurant,,41.1758392,-8.6565405,,
Porto Santo,cafe,,41.1471683,-8.6023737,,
Caçulinha,restaurant,,41.1490426,-8.6028075,,
Millennium bcp,bank,,41.1480858,-8.6021356,,
O Sítio,restaurant,,41.1475541,-8.6032688,,
Kicé,cafe,,41.1491536,-8.6033145,,
Murça no Potro,restaurant,Rua da Alegria,41.1472147,-8.60379,,Mo-Sa 09:00-22:00
Rochas,bar,Rua da Alegria,41.1469946,-8.603747,,Tu-Th 08:30-00:00; Fr-Sa 08:30-02:00; Su 09:00-23:30
Maria Rita,restaurant,,41.1467522,-8.6037363,,
,bench,,41.1480819,-8.6128139,,
,bench,,41.1480923,-8.6149239,,
,bench,,41.1481034,-8.6150353,,
,telephone,,41.1488035,-8.6162583,,
,atm,,41.1781214,-8.6085955,,
Santander Totta,atm,,41.1778711,-8.60719,,
,atm,,41.1784525,-8.6069674,,
Lusco Fusco,bar,Rua Doutor Manuel Pereira da Silva,41.1735459,-8.6030403,,10:00-02:00
18ª Esquadra - Viso,police,Rua Central do Viso,41.1766453,-8.6439177,,
Polícia de Segurança Pública - 13ª Esquadra,police,,41.1704675,-8.6258342,,
Capela Incomum,bar,Travessa do Carregal,41.1490497,-8.6178053,,"Tu,We 16:00-24:00;Th-Sa 16:00-02:00;Mo-Sa 16:00-02:00"
,bench,,41.1482718,-8.6193506,,
,bench,,41.1484797,-8.6187355,,
,bench,,41.1481525,-8.6184592,,
,bench,,41.1480848,-8.6194543,,
,bench,,41.1484201,-8.6192129,,
,bench,,41.1481494,-8.6189045,,
,bench,,41.1481535,-8.6192625,,
,bench,,41.1483494,-8.6184646,,
Endoclab: Endocrinologia Clínica,clinic,,41.1524136,-8.605642,,
Sanduíche Bar,cafe,,41.15731,-8.6368521,,
Forno da Boavista,cafe,,41.1585598,-8.6339058,,
San Remo,cafe,,41.1593899,-8.6368594,,
,telephone,,41.1614305,-8.6391429,,
Farmácia Guarani,pharmacy,,41.1618364,-8.6377321,,
,recycling,,41.1517026,-8.6305828,,
Farmácia Maia,pharmacy,Rua do Campo Alegre,41.1527079,-8.6304581,,
,parking,,41.1470583,-8.6248121,,
Oporto Medical Center,clinic,,41.1570434,-8.6251352,,
Restaurante Nova Europa,restaurant,,41.1584586,-8.6333333,,
Farmácia da Música,pharmacy,,41.158551,-8.6338232,,
CTT Rotunda da Boavista,post_office,Praça Mouzinho de Albuquerque,41.1585546,-8.627973,,Mo-Fr 09:00-19:00
ActivoBank,bank,,41.1560418,-8.6301105,,
Crédito Agrícola,bank,,41.157084,-8.6300323,,
Bankinter,bank,,41.1572031,-8.6301974,,
Farmácia Paranhos,pharmacy,,41.174583,-8.5994771,,
,parking,,41.1435005,-8.6111266,,
Calhambeque,cafe,Rua de São Sebastião,41.1426688,-8.6124018,,
,parking,,41.1425871,-8.6121881,,
,parking,,41.1424467,-8.6123128,,
,parking,,41.1424346,-8.6127898,,
,parking,,41.1429264,-8.6096708,,
Centro de Saúde da Batalha,parking,,41.142983,-8.6088005,,
,parking,,41.1429335,-8.6089252,,
,parking,,41.1421838,-8.6152129,,
,parking,,41.1425535,-8.6152169,,
,parking,,41.1421192,-8.6153483,,
,parking,,41.1419212,-8.6152129,,
,parking,,41.1423161,-8.6153376,,
,parking,,41.1417001,-8.6164641,,
,parking,,41.141693,-8.6161221,,
,parking,,41.1416314,-8.6164641,,
,parking,,41.1416243,-8.6158351,,
,taxi,,41.1416859,-8.615701,,
,recycling,,41.1414694,-8.6129648,,
Alminhas da Ponte,place_of_worship,Cais da Ribeira,41.1407074,-8.6110317,,
,parking,,41.14214,-8.6178182,,
,bicycle_parking,,41.1409954,-8.6149392,,
Clips,cafe,,41.1767513,-8.625622,,
"Cooperativa ""Árvore""",library,,41.1454879,-8.6185921,,
,parking,,41.1439062,-8.6197218,,
,parking,,41.1442647,-8.6187522,,
,parking,,41.1444889,-8.6189265,,
,parking,,41.1440001,-8.6187267,,
,parking,,41.1437214,-8.6185443,,
,parking,,41.1434952,-8.6185416,,
Decomur,cafe,,41.1477501,-8.620265,,
Troia,cafe,,41.1484378,-8.6196636,,
,bench,,41.144982,-8.6169679,,
,bench,,41.1461131,-8.6170323,,
,bench,,41.1464745,-8.6152297,,
,bench,,41.1466503,-8.6176385,,
,bench,,41.145955,-8.6161514,,
,bench,,41.1454425,-8.6161204,,
,bench,,41.1463898,-8.6175688,,
,bench,,41.1451779,-8.6168526,,
,bench,,41.1457273,-8.6158441,,
,bench,,41.1454566,-8.6169063,,
,bench,,41.145699,-8.6161633,,
,bench,,41.1458868,-8.6166058,,
,bench,,41.1458912,-8.6155809,,
,bench,,41.1459046,-8.6157101,,
,bench,,41.1457636,-8.6172496,,
,bench,,41.1458808,-8.6168875,,
,bench,,41.1450304,-8.6170752,,
,bench,,41.1459757,-8.6173992,,
,bench,,41.1456767,-8.6170751,,
,bench,,41.1454263,-8.6164235,,
,bench,,41.1460605,-8.617786,,
,bench,,41.1461555,-8.6173435,,
,bench,,41.1453859,-8.6171637,,
,bench,,41.1459391,-8.6159983,,
,bench,,41.1463474,-8.616571,,
,bench,,41.1455475,-8.6176626,,
,bench,,41.1455374,-8.615828,,
,bench,,41.1450749,-8.6172469,,
,bench,,41.1459454,-8.6153291,,
,bench,,41.1444134,-8.6186095,,
,bench,,41.144982,-8.6191043,,
,bench,,41.1449587,-8.6187342,,
,bench,,41.1449092,-8.6185652,,
,bench,,41.1448779,-8.6187208,,
,bench,,41.1448335,-8.6193632,,
,bench,,41.1445002,-8.6195335,,
,bench,,41.1454344,-8.619217,,
